date,temperature,humidity
2022-05-03 07:30:00,18.60262248226429,26
2022-05-03 08:00:00,23.056767417076017,48
2022-05-03 08:30:00,22.713389957198782,23
2022-05-03 09:00:00,19.77377954673737,23
2022-05-03 09:30:00,17.069236640803904,38
2022-05-03 10:00:00,21.917933318556116,44
2022-05-03 10:30:00,24.770853010983483,66
2022-05-03 11:00:00,23.663094317145735,60
2022-05-03 11:30:00,22.437849744665385,54
2022-05-03 12:00:00,17.726042556349725,73
2022-05-03 12:30:00,23.739350115600185,76
2022-05-03 13:00:00,17.03206141081943,62
2022-05-03 13:30:00,21.213589699987615,70
2022-05-03 14:00:00,21.450238120716858,69
2022-05-03 14:30:00,22.40498348427922,54
2022-05-03 15:00:00,18.089877835720852,52
2022-05-03 15:30:00,23.822309455937354,36
2022-05-03 16:00:00,18.664672091635953,42
2022-05-03 16:30:00,21.62731690675615,25
2022-05-03 17:00:00,19.619147379812333,76
2022-05-03 17:30:00,17.57703102657367,62
2022-05-03 18:00:00,24.762632095339153,69
2022-05-03 18:30:00,17.76268413221845,73
2022-05-03 19:00:00,18.084308162374825,58
2022-05-03 19:30:00,19.993326776396522,35
2022-05-03 20:00:00,23.033690498565214,62
2022-05-03 20:30:00,21.25638490479138,71
2022-05-03 21:00:00,22.341300496432062,33
2022-05-03 21:30:00,23.323899467351286,23
2022-05-03 22:00:00,22.620477708283705,69
2022-05-03 22:30:00,17.738967826492935,69
2022-05-03 23:00:00,21.58518842917931,80
2022-05-03 23:30:00,22.460166155658143,23
2022-05-04 00:00:00,17.557031128547013,36
2022-05-04 00:30:00,19.498729311872175,54
2022-05-04 01:00:00,18.321193009957323,63
2022-05-04 01:30:00,23.748479360398797,61
2022-05-04 02:00:00,22.668696167702777,68
2022-05-04 02:30:00,21.87685364686548,78
2022-05-04 03:00:00,24.15925981952148,69
2022-05-04 03:30:00,18.00524064809078,32
2022-05-04 04:00:00,20.117243790366754,22
2022-05-04 04:30:00,18.900025225296446,44
2022-05-04 05:00:00,24.350174295720244,68
2022-05-04 05:30:00,23.85819014241978,77
2022-05-04 06:00:00,19.151783105937945,49
2022-05-04 06:30:00,18.680776593241358,20
2022-05-04 07:00:00,24.395183799861563,62
2022-05-04 07:30:00,20.704860906197602,42
2022-05-04 08:00:00,20.607067818558793,59
2022-05-04 08:30:00,19.22207069083457,47
2022-05-04 09:00:00,23.597849097914725,79
2022-05-04 09:30:00,21.547572257295563,50
2022-05-04 10:00:00,18.33430094032842,75
2022-05-04 10:30:00,17.649383770992664,27
2022-05-04 11:00:00,24.078129986773106,49
2022-05-04 11:30:00,19.91597161639159,45
2022-05-04 12:00:00,23.805291138488098,80
2022-05-04 12:30:00,18.677646035448284,51
2022-05-04 13:00:00,24.138074018495168,67
2022-05-04 13:30:00,21.795179910246503,35
2022-05-04 14:00:00,22.049756731456874,42
2022-05-04 14:30:00,23.300977006310116,29
2022-05-04 15:00:00,21.03366692644459,46
2022-05-04 15:30:00,18.218338461697158,73
2022-05-04 16:00:00,20.99365314015469,57
2022-05-04 16:30:00,21.60290400947743,73
2022-05-04 17:00:00,18.485875475632284,53
2022-05-04 17:30:00,22.836998333545978,54
2022-05-04 18:00:00,24.428615998319657,69
2022-05-04 18:30:00,17.49807079579906,44
2022-05-04 19:00:00,17.130306535861415,35
2022-05-04 19:30:00,21.86026112136357,29
2022-05-04 20:00:00,21.666740785456746,71
2022-05-04 20:30:00,23.60589751980814,36
2022-05-04 21:00:00,18.35315685498453,75
2022-05-04 21:30:00,18.448458414602893,70
2022-05-04 22:00:00,17.228558080716876,51
2022-05-04 22:30:00,19.425463648244712,50
2022-05-04 23:00:00,24.379172097427727,23
2022-05-04 23:30:00,18.014136993434914,55
2022-05-05 00:00:00,22.676190709565002,31
2022-05-05 00:30:00,22.011150986906372,80
2022-05-05 01:00:00,18.051920972540604,33
2022-05-05 01:30:00,23.417849432954725,43
2022-05-05 02:00:00,23.15739868356084,52
2022-05-05 02:30:00,18.620584218297978,57
2022-05-05 03:00:00,24.12750995537652,55
2022-05-05 03:30:00,18.384986298540785,65
2022-05-05 04:00:00,22.89221568428555,54
2022-05-05 04:30:00,19.300245497344015,28
2022-05-05 05:00:00,17.71582819438473,77
2022-05-05 05:30:00,19.200716427994006,57
2022-05-05 06:00:00,22.536718668898413,44
2022-05-05 06:30:00,22.523745496784024,65
2022-05-05 07:00:00,24.17457687448418,34
2022-05-05 07:30:00,24.127836644770152,51
2022-05-05 08:00:00,24.956131479356415,65
2022-05-05 08:30:00,19.734922157482277,35
2022-05-05 09:00:00,19.716268209287097,38
2022-05-05 09:30:00,20.17769972546629,20
2022-05-05 10:00:00,22.694260835665762,54
2022-05-05 10:30:00,19.114690738981267,25
2022-05-05 11:00:00,17.838310143370265,61
2022-05-05 11:30:00,18.18245425049454,43
2022-05-05 12:00:00,23.752902285154214,29
2022-05-05 12:30:00,19.184559658125284,54
2022-05-05 13:00:00,18.267193045150954,53
2022-05-05 13:30:00,20.83501645127496,47
2022-05-05 14:00:00,18.69936623493843,28
2022-05-05 14:30:00,17.074740323829893,77
2022-05-05 15:00:00,23.391134525102473,42
2022-05-05 15:30:00,21.274007837453247,38
2022-05-05 16:00:00,19.480436303283618,64
2022-05-05 16:30:00,23.05374219680964,45
2022-05-05 17:00:00,21.276814409324107,72
2022-05-05 17:30:00,22.328219463579426,73
2022-05-05 18:00:00,23.383865198415613,72
2022-05-05 18:30:00,17.932400556290585,34
2022-05-05 19:00:00,22.1910914258112,66
2022-05-05 19:30:00,19.144617668617247,64
2022-05-05 20:00:00,18.299261195927993,31
2022-05-05 20:30:00,24.437688498373156,72
2022-05-05 21:00:00,17.758194525394465,30
2022-05-05 21:30:00,24.52315993916092,47
2022-05-05 22:00:00,21.74847717233625,46
2022-05-05 22:30:00,18.57297452235594,47
2022-05-05 23:00:00,22.923622672406083,73
2022-05-05 23:30:00,19.328999358961468,62
2022-05-06 00:00:00,20.684515687767714,77
2022-05-06 00:30:00,23.834822051852576,71
2022-05-06 01:00:00,17.47581353955526,58
2022-05-06 01:30:00,19.360622706033354,63
2022-05-06 02:00:00,18.664933811987396,58
2022-05-06 02:30:00,18.098585969941375,56
2022-05-06 03:00:00,21.842659870953064,20
2022-05-06 03:30:00,22.01016152876914,40
2022-05-06 04:00:00,24.28620237813812,22
2022-05-06 04:30:00,24.76085624450217,37
2022-05-06 05:00:00,17.52027770925463,29
2022-05-06 05:30:00,18.24055519785292,22
2022-05-06 06:00:00,21.351037012715246,73
2022-05-06 06:30:00,19.832261405337846,33
2022-05-06 07:00:00,23.591046482344098,47
2022-05-06 07:30:00,22.586235466852806,58
2022-05-06 08:00:00,22.28684455517321,20
2022-05-06 08:30:00,18.422678659022992,47
2022-05-06 09:00:00,17.803725772571667,67
2022-05-06 09:30:00,23.90900075747481,26
2022-05-06 10:00:00,24.63269001569358,44
2022-05-06 10:30:00,24.517720354280204,20
2022-05-06 11:00:00,20.900652044453015,39
2022-05-06 11:30:00,24.57103452299213,61
2022-05-06 12:00:00,22.56567423913757,34
2022-05-06 12:30:00,20.53626200681836,25
2022-05-06 13:00:00,20.734613792497715,77
2022-05-06 13:30:00,23.93311630938141,70
2022-05-06 14:00:00,22.77649045626257,77
2022-05-06 14:30:00,19.502280733658477,65
2022-05-06 15:00:00,20.74772441969744,63
2022-05-06 15:30:00,17.05512534762283,59
2022-05-06 16:00:00,19.9266121034967,47
2022-05-06 16:30:00,20.40134654726023,29
2022-05-06 17:00:00,19.207899544240544,26
2022-05-06 17:30:00,20.45276302913473,59
2022-05-06 18:00:00,20.29564952318207,27
2022-05-06 18:30:00,23.51077643724471,68
2022-05-06 19:00:00,22.91571896275651,29
2022-05-06 19:30:00,20.607187616338834,70
2022-05-06 20:00:00,24.60578529811519,76
2022-05-06 20:30:00,22.51635017897548,80
2022-05-06 21:00:00,24.1461518367,44
2022-05-06 21:30:00,19.87276934866935,46
2022-05-06 22:00:00,20.31267510820493,47
2022-05-06 22:30:00,19.941435628718054,80
2022-05-06 23:00:00,18.81405080924176,44
2022-05-06 23:30:00,24.169282547087306,23
2022-05-07 00:00:00,20.34157517514946,49
2022-05-07 00:30:00,19.35682459605119,80
2022-05-07 01:00:00,19.576122461501328,68
2022-05-07 01:30:00,20.584944430456925,58
2022-05-07 02:00:00,22.65899082442104,70
2022-05-07 02:30:00,20.98056418823045,25
2022-05-07 03:00:00,20.53016512656492,67
2022-05-07 03:30:00,19.971903033348703,72
2022-05-07 04:00:00,18.577941327040673,56
2022-05-07 04:30:00,18.944815281117236,65
2022-05-07 05:00:00,23.04156498779511,31
2022-05-07 05:30:00,17.987791214804663,23
2022-05-07 06:00:00,19.318217960900505,46
2022-05-07 06:30:00,19.75513544023656,34
2022-05-07 07:00:00,24.182327487067734,76
2022-05-07 07:30:00,21.802254377735593,58
2022-05-07 08:00:00,23.02152227391817,62
2022-05-07 08:30:00,24.219251263333277,58
2022-05-07 09:00:00,17.091627408804932,56
2022-05-07 09:30:00,18.991559337522926,63
2022-05-07 10:00:00,21.527926137581574,70
2022-05-07 10:30:00,21.1605047624215,70
2022-05-07 11:00:00,23.93159461223073,34
2022-05-07 11:30:00,22.24522991790517,43
2022-05-07 12:00:00,19.572763574767528,55
2022-05-07 12:30:00,19.843558404109217,32
2022-05-07 13:00:00,24.976535334371036,63
2022-05-07 13:30:00,20.77473676542636,72
2022-05-07 14:00:00,21.379917652916486,52
2022-05-07 14:30:00,17.24039510694943,23
2022-05-07 15:00:00,20.284579675988024,80
2022-05-07 15:30:00,18.72062937856218,72
2022-05-07 16:00:00,23.71462381143196,72
2022-05-07 16:30:00,20.509070782369456,55
2022-05-07 17:00:00,18.75615321041355,31
2022-05-07 17:30:00,24.77228638661044,73
2022-05-07 18:00:00,20.551519215992617,39
2022-05-07 18:30:00,23.24599655499749,20
2022-05-07 19:00:00,17.934692492497067,33
2022-05-07 19:30:00,20.956840152130603,57
2022-05-07 20:00:00,21.85959865723912,75
2022-05-07 20:30:00,21.32877051760741,77
2022-05-07 21:00:00,22.769949283082447,76
2022-05-07 21:30:00,23.820120925398104,43
2022-05-07 22:00:00,20.578492881314467,21
2022-05-07 22:30:00,18.20033486890984,67
2022-05-07 23:00:00,17.861701680805986,52
2022-05-07 23:30:00,24.840532633766053,58
2022-05-08 00:00:00,22.451945950873448,31
2022-05-08 00:30:00,18.975837753558196,77
2022-05-08 01:00:00,18.379421786693594,52
2022-05-08 01:30:00,18.357889864161276,54
2022-05-08 02:00:00,21.033210191594335,33
2022-05-08 02:30:00,21.294414821771834,53
2022-05-08 03:00:00,24.558857942451606,65
2022-05-08 03:30:00,17.280592337186164,26
2022-05-08 04:00:00,20.43813642965923,21
2022-05-08 04:30:00,23.810728693970653,44
2022-05-08 05:00:00,19.941270830107612,31
2022-05-08 05:30:00,19.482498388050757,41
2022-05-08 06:00:00,24.960842310685212,30
2022-05-08 06:30:00,19.52307816936577,29
2022-05-08 07:00:00,18.579844071236046,63
2022-05-08 07:30:00,22.850045724361173,26
2022-05-08 08:00:00,24.207836194766095,20
2022-05-08 08:30:00,24.41498074711391,67
2022-05-08 09:00:00,17.605354056513413,23
2022-05-08 09:30:00,21.348646415701896,51
2022-05-08 10:00:00,21.941994232273082,60
2022-05-08 10:30:00,21.326061424544353,54
2022-05-08 11:00:00,18.159029476459715,21
2022-05-08 11:30:00,22.3353080576788,71
2022-05-08 12:00:00,20.934207916711152,29
2022-05-08 12:30:00,18.229125066572443,33
2022-05-08 13:00:00,20.587894642553877,52
2022-05-08 13:30:00,20.39119057096741,54
2022-05-08 14:00:00,18.099523838656715,39
2022-05-08 14:30:00,18.0353971325995,21
2022-05-08 15:00:00,21.811485589159126,80
2022-05-08 15:30:00,18.875168997834948,44
2022-05-08 16:00:00,17.61317297564599,28
2022-05-08 16:30:00,19.22890631881598,61
2022-05-08 17:00:00,20.91268639515817,63
2022-05-08 17:30:00,19.969913200017313,75
2022-05-08 18:00:00,18.112415525085353,41
2022-05-08 18:30:00,23.433917671005815,42
2022-05-08 19:00:00,17.506717438273764,26
2022-05-08 19:30:00,20.65827564818136,49
2022-05-08 20:00:00,18.102611352817426,56
2022-05-08 20:30:00,21.57315893775773,58
2022-05-08 21:00:00,17.997924421669588,52
2022-05-08 21:30:00,18.185113232236827,40
2022-05-08 22:00:00,17.05874474252657,68
2022-05-08 22:30:00,23.096001585865253,70
2022-05-08 23:00:00,21.6919560330782,55
2022-05-08 23:30:00,18.137858816487096,64
2022-05-09 00:00:00,22.838244209780907,36
2022-05-09 00:30:00,21.05518431205616,49
2022-05-09 01:00:00,21.44949329444388,63
2022-05-09 01:30:00,22.458178226595777,52
2022-05-09 02:00:00,18.096433173913507,43
2022-05-09 02:30:00,22.5731764758231,38
2022-05-09 03:00:00,19.57670431517917,78
2022-05-09 03:30:00,21.042321162837624,31
2022-05-09 04:00:00,24.687933147513597,66
2022-05-09 04:30:00,22.82046557213391,37
2022-05-09 05:00:00,21.748222433100473,68
2022-05-09 05:30:00,20.53852449598101,26
2022-05-09 06:00:00,17.852377413133606,57
2022-05-09 06:30:00,23.403040361211215,37
2022-05-09 07:00:00,20.484421404133936,34
2022-05-09 07:30:00,21.223558226967132,39
2022-05-09 08:00:00,24.407543148092977,36
2022-05-09 08:30:00,21.24796551400307,34
2022-05-09 09:00:00,20.463924559737137,73
2022-05-09 09:30:00,24.8515526774959,73
2022-05-09 10:00:00,18.281016292967404,39
2022-05-09 10:30:00,24.447474954550465,68
2022-05-09 11:00:00,24.993201966102074,33
2022-05-09 11:30:00,20.60559760366372,36
2022-05-09 12:00:00,18.071147383588254,56
2022-05-09 12:30:00,23.628720469256457,67
2022-05-09 13:00:00,17.942830492440233,50
2022-05-09 13:30:00,24.21901887736433,27
2022-05-09 14:00:00,19.67965510460433,49
2022-05-09 14:30:00,21.60120800320356,77
2022-05-09 15:00:00,19.642971113748118,59
2022-05-09 15:30:00,19.146762774719207,38
2022-05-09 16:00:00,17.25228166655828,73
2022-05-09 16:30:00,19.48855325202253,64
2022-05-09 17:00:00,23.48491286365051,22
2022-05-09 17:30:00,18.629429968309122,73
2022-05-09 18:00:00,23.828406304469418,21
2022-05-09 18:30:00,20.729608699755776,59
2022-05-09 19:00:00,20.103428935502638,38
2022-05-09 19:30:00,21.602390533095637,20
2022-05-09 20:00:00,18.904298518919937,55
2022-05-09 20:30:00,21.709932629210563,79
2022-05-09 21:00:00,23.832211531228744,64
2022-05-09 21:30:00,20.740419163853502,54
2022-05-09 22:00:00,23.627607949558673,58
2022-05-09 22:30:00,24.880693531531584,26
2022-05-09 23:00:00,23.282061290906945,75
2022-05-09 23:30:00,20.39544857383581,49
2022-05-10 00:00:00,21.003506160084754,63
2022-05-10 00:30:00,24.213136771607267,37
2022-05-10 01:00:00,21.816018229637855,48
2022-05-10 01:30:00,23.046521860218736,69
2022-05-10 02:00:00,23.87796047019519,27
2022-05-10 02:30:00,18.056391676006708,44
2022-05-10 03:00:00,18.707259107264942,38
2022-05-10 03:30:00,17.354725798325198,60
2022-05-10 04:00:00,23.00700087070853,39
2022-05-10 04:30:00,23.73069262506926,22
2022-05-10 05:00:00,23.344501233140786,64
2022-05-10 05:30:00,20.422292706179867,53
2022-05-10 06:00:00,19.17778410845528,32
2022-05-10 06:30:00,17.0648222297524,43
2022-05-10 07:00:00,17.827691092593838,46
2022-05-10 07:30:00,24.749030991978415,35
2022-05-10 08:00:00,20.52549938661567,22
2022-05-10 08:30:00,22.08404905486256,51
2022-05-10 09:00:00,21.636429839772983,33
2022-05-10 09:30:00,19.275208989835196,41
2022-05-10 10:00:00,23.20271268783449,52
2022-05-10 10:30:00,24.588227556915662,29
2022-05-10 11:00:00,22.902690825807134,39
2022-05-10 11:30:00,22.908368002879893,74
2022-05-10 12:00:00,24.09001324176661,79
2022-05-10 12:30:00,21.916765352807506,22
2022-05-10 13:00:00,18.826206679560684,79
2022-05-10 13:30:00,21.32203085069593,25
2022-05-10 14:00:00,20.39885553164601,55
2022-05-10 14:30:00,24.042033813248686,67
2022-05-10 15:00:00,17.975560904148434,50
2022-05-10 15:30:00,19.594868749472376,73
2022-05-10 16:00:00,20.933350862394313,43
2022-05-10 16:30:00,18.23413554617031,32
2022-05-10 17:00:00,20.008505947675776,37
2022-05-10 17:30:00,23.316198965317888,60
2022-05-10 18:00:00,19.87386883461461,44
2022-05-10 18:30:00,24.840390592891012,40
2022-05-10 19:00:00,23.7439495094979,22
2022-05-10 19:30:00,17.30407177549895,63
2022-05-10 20:00:00,18.43474537173328,54
2022-05-10 20:30:00,20.286459869957156,56
2022-05-10 21:00:00,23.827785464749915,32
2022-05-10 21:30:00,20.926623260050697,51
2022-05-10 22:00:00,23.925694828205895,44
2022-05-10 22:30:00,22.078324651553668,32
2022-05-10 23:00:00,24.548992802681788,62
2022-05-10 23:30:00,18.436405378603098,20
2022-05-11 00:00:00,22.272702139693124,57
2022-05-11 00:30:00,21.061508506230915,38
2022-05-11 01:00:00,21.37390323619898,78
2022-05-11 01:30:00,23.08907472995616,58
2022-05-11 02:00:00,18.306845257719313,35
2022-05-11 02:30:00,19.158107814671524,55
2022-05-11 03:00:00,18.92447161943735,63
2022-05-11 03:30:00,20.31470749458943,49
2022-05-11 04:00:00,20.476441802668568,35
2022-05-11 04:30:00,18.049100870792955,29
2022-05-11 05:00:00,21.168621911280674,36
2022-05-11 05:30:00,19.007441188884002,31
2022-05-11 06:00:00,17.953718443492868,29
2022-05-11 06:30:00,17.074986285021353,23
2022-05-11 07:00:00,20.21610435335134,26
2022-05-11 07:30:00,23.953882816718824,63
2022-05-11 08:00:00,23.242213327243906,31
2022-05-11 08:30:00,22.265152351649697,79
2022-05-11 09:00:00,24.414421460822943,51
2022-05-11 09:30:00,19.9855113819303,60
2022-05-11 10:00:00,24.64063311661284,29
2022-05-11 10:30:00,19.31176542429702,50
2022-05-11 11:00:00,21.33294638542418,41
2022-05-11 11:30:00,17.952750304282457,63
2022-05-11 12:00:00,17.27190473600494,56
2022-05-11 12:30:00,24.08759387598982,39
2022-05-11 13:00:00,23.74928474876335,28
2022-05-11 13:30:00,24.07623796630441,51
2022-05-11 14:00:00,20.164390917844777,75
2022-05-11 14:30:00,22.675976785383085,31
2022-05-11 15:00:00,24.196095865717453,51
2022-05-11 15:30:00,19.805838170213626,46
2022-05-11 16:00:00,19.520448305280496,29
2022-05-11 16:30:00,18.270777227630294,72
2022-05-11 17:00:00,20.922811310560252,44
2022-05-11 17:30:00,18.987998650387077,63
2022-05-11 18:00:00,22.00561203464155,21
2022-05-11 18:30:00,22.578976716583902,27
2022-05-11 19:00:00,24.219408361135553,47
2022-05-11 19:30:00,22.955092742927466,50
2022-05-11 20:00:00,21.809352719083105,33
2022-05-11 20:30:00,19.880701764130777,37
2022-05-11 21:00:00,19.641042102327106,72
2022-05-11 21:30:00,20.6062884903101,69
2022-05-11 22:00:00,21.02597518378112,36
2022-05-11 22:30:00,23.951469990489947,75
2022-05-11 23:00:00,18.54135531480221,54
2022-05-11 23:30:00,19.333523143791705,63
2022-05-12 00:00:00,21.23937810612309,43
2022-05-12 00:30:00,19.544957142124773,30
2022-05-12 01:00:00,19.56983208556466,77
2022-05-12 01:30:00,24.66561254348517,26
2022-05-12 02:00:00,18.58486243848533,62
2022-05-12 02:30:00,20.361805593277253,53
2022-05-12 03:00:00,18.228942498980906,55
2022-05-12 03:30:00,19.065467302573452,49
2022-05-12 04:00:00,24.465251706512888,63
2022-05-12 04:30:00,21.104578813252655,26
2022-05-12 05:00:00,17.968042358093804,71
2022-05-12 05:30:00,20.390380675120785,64
2022-05-12 06:00:00,19.752674419793102,68
2022-05-12 06:30:00,22.217782465480582,21
2022-05-12 07:00:00,20.177752802099405,48
2022-05-12 07:30:00,22.33962181726283,79
2022-05-12 08:00:00,21.512529200911327,66
2022-05-12 08:30:00,17.68241196439499,56
2022-05-12 09:00:00,19.913853086022996,76
2022-05-12 09:30:00,18.97526118829562,63
2022-05-12 10:00:00,23.97690002845228,70
2022-05-12 10:30:00,20.216972507247444,42
2022-05-12 11:00:00,20.33663955661285,37
2022-05-12 11:30:00,23.855761462420258,61
2022-05-12 12:00:00,23.587171850333082,66
2022-05-12 12:30:00,23.840566656677126,34
2022-05-12 13:00:00,19.158377599431514,48
2022-05-12 13:30:00,17.92388548409198,30
2022-05-12 14:00:00,23.812838171566526,33
2022-05-12 14:30:00,24.02324425205311,28
2022-05-12 15:00:00,18.2432058293624,78
2022-05-12 15:30:00,24.737152486245744,50
2022-05-12 16:00:00,18.68620336481896,49
2022-05-12 16:30:00,18.32649456627691,57
2022-05-12 17:00:00,21.36445457519498,27
2022-05-12 17:30:00,19.33185424549089,51
2022-05-12 18:00:00,22.482057279168416,28
2022-05-12 18:30:00,23.984163565405495,50
2022-05-12 19:00:00,22.81109332819253,68
2022-05-12 19:30:00,20.722167482569795,62
2022-05-12 20:00:00,22.122774335507792,56
2022-05-12 20:30:00,21.30180904551962,69
2022-05-12 21:00:00,20.54538232662146,32
2022-05-12 21:30:00,19.478023839206553,65
2022-05-12 22:00:00,17.76952901604045,25
2022-05-12 22:30:00,19.64446871183488,36
2022-05-12 23:00:00,20.44424642384937,28
2022-05-12 23:30:00,24.964962253827935,43
2022-05-13 00:00:00,21.200397194917436,74
2022-05-13 00:30:00,23.009719539340466,48
2022-05-13 01:00:00,23.452853786667415,69
2022-05-13 01:30:00,20.156940225985075,42
2022-05-13 02:00:00,21.651877321846534,60
2022-05-13 02:30:00,22.046323875904072,44
2022-05-13 03:00:00,23.37693118914531,67
2022-05-13 03:30:00,24.78850885150011,72
2022-05-13 04:00:00,22.289198342205836,25
2022-05-13 04:30:00,24.22243136680823,51
2022-05-13 05:00:00,20.246303517108643,56
2022-05-13 05:30:00,21.180944597437865,33
2022-05-13 06:00:00,20.80541324076558,55
2022-05-13 06:30:00,22.396662005654683,59
2022-05-13 07:00:00,22.618959608153844,70
2022-05-13 07:30:00,19.812523182059167,37
2022-05-13 08:00:00,22.878816562562864,36
2022-05-13 08:30:00,21.676903873037507,56
2022-05-13 09:00:00,23.0648132130893,42
2022-05-13 09:30:00,18.561524915701707,69
2022-05-13 10:00:00,18.737000416059324,42
2022-05-13 10:30:00,23.24893248206834,51
2022-05-13 11:00:00,19.17520416500903,34
2022-05-13 11:30:00,22.593476775423273,24
2022-05-13 12:00:00,20.912771950099692,50
2022-05-13 12:30:00,18.59414197915567,67
2022-05-13 13:00:00,21.990150206015088,23
2022-05-13 13:30:00,19.090547214133746,55
2022-05-13 14:00:00,22.551428914889946,30
2022-05-13 14:30:00,22.539787214421516,58
2022-05-13 15:00:00,17.065280680278807,42
